,Unnamed: 0,ISO,Province,Capital_x,Population p.a. (2020),Population Count (2020),Island Group,Region_x,Municipalities,Cities,Barangays,Area_km2,Area_mi2,Density (2020)_km2,Density (2020)_mi2,Founded_date,Founded_a,Founded_b,Founded_c,Article Link_x,Coordinates,Region_y,Founded,Capital_y,Largest City,Government,Area,Elevation,Population,Divisions,Time Zone,IDD Area Code,Spoken Languages,Website,Article Link_y,PSGC,Ref. Id
0,0,PH-ABR,Abra,Bangued,0.23,250985,Luzon,CAR,27,,303,4165.25,1608.21,60.0,156.0,"(None, None, '1846')",,,1846,/wiki/Abra_(province),"{'Latitude': '17°35′N', 'Longitude': '120°45′E'}",Cordillera Administrative Region,"March 10, 1917",Bangued,,"{'Governor': {'Name': 'Dominic B. Valera ', 'Party': 'NUP/ASENSO'}, 'Vice Governor': {'Name': 'Maria Jocelyn V. Bernos ', 'Party': 'NUP/ASENSO'}, 'Legislature': 'Abra Provincial Board'}","{'Total': 4165.252, 'Rank': 29}","{'Body': 'Mt.Bangbanglang', 'Peak': 2467.0}",{},{},UTC+8,+63 (0)74,PH-ABR,www.abra.gov.ph,/wiki/Abra_(province),1400100000,p:1400100000
1,1,PH-AGN,Agusan del Norte,Cabadbaran,0.7,760413,Mindanao,XIII,10,2.0,253,3546.86,1369.45,214.0,555.0,"('20', 'Sep', '1907')",20.0,Sep,1907,/wiki/Agusan_del_Norte,"{'Latitude': '9°10′N', 'Longitude': '125°30′E'}",Caraga,17 June 1967,Cabadbaran,Butuan,"{'Governor': {'Name': 'Ma. Angelica Rosedell M. Amante-Matba ', 'Party': 'PDP–Laban'}, 'Vice Governor': {'Name': 'Enrico Corvera ', 'Party': 'PDP–Laban'}, 'Legislature': 'Agusan del Norte Provincial Board'}","{'Total': 2730.242, 'Rank': 48, '': <td class=""infobox-data"">(excluding Butuan)</td>}","{'Body': 'Mount Hilong-Hilong', 'Peak': 2012.0}","{'Total': 387503, 'Density': 140370.0}","{'Independent cities': 1, 'Component cities': 1, 'Municipalities': 10, 'Barangays': 167253, 'Districts': 'Legislative districts of Agusan del Norte'}",UTC+8,+63 (0)85,PH-AGN,www.agusandelnorte.gov.ph ,/wiki/Agusan_del_Norte,1600200000,p:1600200000
2,2,PH-AGS,Agusan del Sur,Prosperidad,0.68,739367,Mindanao,XIII,13,1.0,314,9989.52,3856.98,74.0,192.0,"('1', 'Jan', '1970')",1.0,Jan,1970,/wiki/Agusan_del_Sur,"{'Latitude': '8°30′N', 'Longitude': '125°50′E'}",Caraga,17 June 1967,Prosperidad,Bayugan,"{'Governor': {'Name': 'Santiago B. Cane Jr. ', 'Party': 'NUP'}, 'Vice Governor': {'Name': 'Samuel E. Tortor ', 'Party': 'NUP'}, 'Legislature': 'Agusan del Sur Provincial Board'}","{'Total': 9989.522, 'Rank': 4}","{'Body': 'Mount Datu Masuyapa', 'Peak': 1678.0}",{},"{'Independent cities': 0, 'Component cities': 1, 'Municipalities': 13, 'Barangays': 314, 'Districts': 'Legislative districts of Agusan del Sur'}",UTC+8,+63 (0)85,PH-AGS,agusandelsur.gov.ph,/wiki/Agusan_del_Sur,1600300000,p:1600300000
3,3,PH-AKL,Aklan,Kalibo,0.56,615475,Visayas,VI,17,,327,1821.42,703.25,338.0,875.0,"('25', 'Apr', '1956')",25.0,Apr,1956,/wiki/Aklan,"{'Latitude': '11°40′N', 'Longitude': '122°20′E'}",Western Visayas,25 April 1956,Kalibo,,"{'Governor': 'Jose Enrique M. Miraflores (PDP–Laban\n)', 'Vice Governor': {'Name': 'Reynaldo M. Quimpo ', 'Party': 'NP'}, 'Legislature': 'Aklan Provincial Board'}","{'Total': 1821.422, 'Rank': 64}","{'Body': 'Mount Timbaban', 'Peak': 1777.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 17, 'Barangays': 327, 'Districts': 'Legislative districts of Aklan'}",UTC+8,+63 (0)36,PH-AKL,aklan.gov.ph,/wiki/Aklan,600400000,p:600400000
4,4,PH-ALB,Albay,Legazpi,1.26,1374768,Luzon,V,15,3.0,720,2575.77,994.51,534.0,1382.0,"('3', 'Apr', '1574')",3.0,Apr,1574,/wiki/Albay,"{'Latitude': '13°14′N', 'Longitude': '123°38′E'}",Bicol Region,"April 3, 1574",Legazpi,,"{'Governor': {'Name': 'Edcel Greco Lagman ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Baby Glenda O. Bongao ', 'Party': 'Liberal'}, 'Legislature': 'Albay Provincial Board'}","{'Total': 2575.772, 'Rank': None}","{'Body': 'Mount Mayon', 'Peak': 2463.0}",{},{},UTC+8,+63 (0)52,PH-ALB,albay.gov.ph,/wiki/Albay,500500000,p:500500000
5,5,PH-ANT,Antique,San Jose de Buenavista,0.56,612974,Visayas,VI,18,,590,2729.17,1053.74,225.0,582.0,"('10', 'Mar', '1917')",10.0,Mar,1917,/wiki/Antique_(province),"{'Latitude': '11°10′00″N', 'Longitude': '122°05′00″E'}",Western Visayas,"March 10, 1917
",San Jose de Buenavista,,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Rhodora J. Cadiao ', 'Party': 'NUP'}, 'Vice Governor': {'Name': 'Edgar D. Denosta ', 'Party': 'NUP'}, 'Legislature': 'Antique Provincial Board'}","{'Total': 2729.172, 'Rank': 49}","{'Body': 'Mount Madja-as', 'Peak': 2117.0}",{},{},UTC+8,+63 (0)36,PH-ANT,antique.gov.ph,/wiki/Antique_(province),600600000,p:600600000
6,6,PH-APA,Apayao,Kabugao,0.11,124366,Luzon,CAR,7,,133,4413.35,1704.0,28.0,73.0,"('14', 'Feb', '1995')",14.0,Feb,1995,/wiki/Apayao,"{'Latitude': '17°45′N', 'Longitude': '121°15′E'}",Cordillera Administrative Region,"May 8, 1995",Kabugao,,"{'Governor': {'Name': 'Elias C. Bulut Jr. ', 'Party': 'NPC'}, 'Vice Governor': {'Name': 'Remy N. Albano ', 'Party': 'KBL'}, 'Legislature': 'Apayao Provincial Board'}","{'Total': 4413.352, 'Rank': 27}","{'Body': 'Mount Lungod', 'Peak': 1921.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 7, 'Barangays': 133, 'Districts': 'Legislative district of Apayao'}",UTC+8,+63 (0)74,PH-APA,www.apayao.gov.ph,/wiki/Apayao,1408100000,p:1408100000
7,7,PH-AUR,Aurora,Baler,0.22,235750,Luzon,III,8,,151,3147.32,1215.19,75.0,194.0,"('13', 'Aug', '1979')",13.0,Aug,1979,/wiki/Aurora_(province),"{'Latitude': '15°53′N', 'Longitude': '121°33′E'}",Central Luzon,1951 (as sub-province of Quezon),Baler,,"{'Governor': {'Name': 'Reynante A. Tolentino ', 'Party': 'LDP'}, 'Legislature': 'Aurora Provincial Board'}","{'Total': 3147.322, 'Rank': None}","{'Body': 'Mount Mingan', 'Peak': 1901.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 8, 'Barangays': 151, 'Districts': 'Legislative district of Aurora'}",UTC+8,+63 (0)42,PH-AUR,www.aurora.gov.ph,/wiki/Aurora_(province),307700000,p:307700000
8,8,PH-BAS,Basilan,Lamitan,0.51,556586,Mindanao,BARMM[v],11,2.0,255,1327.23,512.45,419.0,1086.0,"('27', 'Dec', '1973')",27.0,Dec,1973,/wiki/Basilan,"{'Latitude': '7°N', 'Longitude': '122°E'}", Bangsamoro (Whole province except Isabela City)  Zamboanga Peninsula (Isabela City only),,Lamitan,Isabela,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Hadjiman S. Hataman-Salliman ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Yusop T. Alano ', 'Party': 'PDP-Laban'}, 'Representative': {'Name': 'Mujiv S. Hataman ', 'Party': 'LP'}, 'Legislature': 'Basilan Provincial Board'}","{'Total': 1327.232, 'Rank': None}","{'Body': 'Basilan Peak', 'Peak': 998.0}",{},{},UTC+8,+63 (0)62,PH-BAS,www.basilan.gov.ph,/wiki/Basilan,1900700000,p:1900700000
9,9,PH-BAN,Bataan,Balanga,0.78,853373,Luzon,III,11,1.0,237,1373.98,530.5,622.0,1610.0,"('11', 'Jan', '1754')",11.0,Jan,1754,/wiki/Bataan,"{'Latitude': '14°41′N', 'Longitude': '120°27′E'}",Central Luzon,"January 11, 1757",Balanga,,"{'Governor': {'Name': 'Jose Enrique S. Garcia III ', 'Party': 'NUP'}, 'Vice Governor': {'Name': 'Ma. Cristina M. Garcia ', 'Party': 'NUP'}, 'Legislature': 'Bataan Provincial Board'}","{'Total': 1372.982, 'Rank': None}","{'Body': 'Mount Mariveles', 'Peak': 1398.0}",{},"{'Independent cities': 0, 'Component cities': 1, 'Municipalities': 11, 'Barangays': 237, 'Districts': 'Legislative districts of Bataan'}",UTC+8,+63 (0)47,PH-BAN,bataan.gov.ph,/wiki/Bataan,300800000,p:300800000
10,10,PH-BTN,Batanes,Basco,0.02,18831,Luzon,II,6,,29,219.01,84.56,86.0,223.0,"('26', 'Jun', '1783')",26.0,Jun,1783,/wiki/Batanes,"{'Latitude': '20°35′N', 'Longitude': '121°54′E'}",Cagayan Valley,"June 26, 1783",Basco,,"{'Governor': {'Name': 'Marilou  Cayco ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Ignacio C. Villa ', 'Party': 'LP'}, 'Legislature': 'Batanes Provincial Board'}","{'Total': 203.222, 'Rank': None}","{'Body': 'Mount Iraya', 'Peak': 1009.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 6, 'Barangays': 29, 'Districts': 'Legislative district of Batanes'}",UTC+8,+63 (0)78,PH-BTN,,/wiki/Batanes,200900000,p:200900000
11,11,PH-BTG,Batangas,Batangas City,2.67,2908494,Luzon,IV-A,29,5.0,1078,3119.72,1204.53,932.0,2415.0,"('8', 'Dec', '1581')",8.0,Dec,1581,/wiki/Batangas,"{'Latitude': '13°50′N', 'Longitude': '121°00′E'}",Calabarzon,"December 8, 1581",Batangas City,Lipa,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Hermilando I. Mandanas  ', 'Party': 'PDP–Laban'}, 'Vice Governor': {'Name': 'Jose Antonio S. Leviste II  ', 'Party': 'PDP–Laban'}, 'Legislature': 'Batangas Provincial Board'}","{'Total': 3119.752, 'Rank': 44}","{'Body': 'Mount Makiling', 'Peak': 1090.0}",{},"{'Independent cities': 0, 'Component cities': 5, 'Municipalities': 29, 'Barangays': 1078, 'Districts': 'Legislative districts of Batangas'}",UTC+8,+63 (0)43,PH-BTG,www.batangas.gov.ph ,/wiki/Batangas,401000000,p:401000000
12,12,PH-BEN,Benguet,La Trinidad,0.76,827041,Luzon,CAR,13,1.0,269,2826.59,1091.35,293.0,758.0,"('1', 'Jun', '1536')",1.0,Jun,1536,/wiki/Benguet,"{'Latitude': '17°N', 'Longitude': '121°E'}",Cordillera Administrative Region,"November 23, 1900",La Trinidad,Baguio,"{'Governor': {'Name': 'Melchor D. Diclas ', 'Party': 'PDP–Laban'}, 'Vice Governor': {'Name': 'Ericson ""Tagel"" Felipe ', 'Party': 'INDEPENDENT'}, 'Legislature': 'Benguet Provincial Board'}","{'Total': 2769.082, 'Rank': 47, '': <td class=""infobox-data"">(excluding Baguio)</td>}","{'Body': 'Mount Pulag', 'Peak': 2928.0}","{'Total': 460683, 'Estimate(2020)': <td class=""infobox-data"">842,542<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup></td>, 'Density': 170430.0}","{'Independent cities': 1, 'Component cities': 0, 'Municipalities': 13, 'Barangays': 140269, 'Districts': 'Legislative districts of Benguet'}",UTC+8,+63 (0)74,PH-BEN,benguet.gov.ph,/wiki/Benguet,1401100000,p:1401100000
13,13,PH-BIL,Biliran,Naval,0.16,179312,Visayas,VIII,8,,132,536.01,206.95,335.0,866.0,"('11', 'May', '1992')",11.0,May,1992,/wiki/Biliran,"{'Latitude': '11°35′N', 'Longitude': '124°29′E'}",Eastern Visayas,11 May 1992,Naval,,"{'Governor': {'Name': 'Gerard Roger M. Espina ', 'Party': 'NP'}, 'Vice Governor': {'Name': 'Brigido C. Caneja III ', 'Party': 'NP'}, 'Legislature': 'Biliran Provincial Board'}","{'Total': 536.012, 'Rank': 78}","{'Body': 'Mount Naliwatan', 'Peak': 1346.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 8, 'Barangays': 132, 'Districts': 'Lone district of Biliran'}",UTC+8,+63 (0)53,PH-BIL,biliran.gov.ph,/wiki/Biliran,807800000,p:807800000
14,14,PH-BOH,Bohol,Tagbilaran,1.28,1394329,Visayas,VII,47,1.0,1109,4820.95,1861.38,289.0,749.0,"('22', 'Jul', '1854')",22.0,Jul,1854,/wiki/Bohol,"{'Latitude': '9°54′N', 'Longitude': '124°12′E'}",Central Visayas,"July 22, 1854",Tagbilaran,,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Erico Aristotle C. Aumentado (suspended)Dionisio Victor A. Balite ', 'Party': 'acting'}, 'Vice Governor': {'Name': 'Dionisio Victor A. BaliteTita Baja ', 'Party': 'acting'}, 'Legislature': 'Bohol Provincial Board'}",{'Total': 4820.952},"{'Body': 'Mount Matunog', 'Peak': 864.0}",{},"{'Independent cities': 0, 'Component cities': 1, 'Municipalities': 47, 'Districts': 'Legislative districts of Bohol'}",UTC+08:00,+63 (0)38,PH-BOH,www.bohol.gov.ph,/wiki/Bohol,701200000,p:701200000
15,15,PH-BUK,Bukidnon,Malaybalay,1.41,1541308,Mindanao,X,20,2.0,464,10498.59,4053.53,147.0,380.0,"('10', 'Mar', '1917')",10.0,Mar,1917,/wiki/Bukidnon,"{'Latitude': '7°55′N', 'Longitude': '125°05′E'}",Northern Mindanao,"September 1, 1914 (Commission Act 2408)",Malaybalay,Valencia,"{'Governor': {'Name': 'Rogelio Neil P. Roque ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Clive D. Quiño ', 'Party': 'BPP'}, 'Legislature': 'Bukidnon Provincial Board'}","{'Total': 10498.592, 'Rank': None}","{'Body': 'Mount Dulang-dulang', 'Peak': 2941.0}",{},"{'Independent cities': 0, 'Component cities': 2, 'Municipalities': 20, 'Barangays': 464, 'Districts': 'Legislative districts of Bukidnon'}",UTC+8,+63 (0)88,PH-BUK,www.bukidnon.gov.ph ,/wiki/Bukidnon,1001300000,p:1001300000
16,16,PH-BUL,Bulacan,Malolos,3.4,3708890,Luzon,III,21,3.0,569,2796.1,1079.58,1326.0,3435.0,"('15', 'Aug', '1578')",15.0,Aug,1578,/wiki/Bulacan,"{'Latitude': '15°00′N', 'Longitude': '121°05′E'}",Central Luzon,"August 15, 1578",Malolos,San Jose del Monte,"{'Governor': {'Name': 'Daniel Fernando ', 'Party': 'NUP'}, 'Vice Governor': {'Name': 'Alex Castro ', 'Party': 'NUP'}, 'Legislature': 'Bulacan Provincial Board'}","{'Total': 2796.102, 'Rank': 46}","{'Body': 'Mount Oriod', 'Peak': 1188.0}",{},"{'Independent cities': 0, 'Component cities': 4, 'Municipalities': 20, 'Barangays': 569, 'Districts': 'Legislative districts of Bulacan'}",UTC+8,+63 (0)44,PH-BUL,www.bulacan.gov.ph,/wiki/Bulacan,301400000,p:301400000
17,17,PH-CAG,Cagayan,Tuguegarao,1.16,1268603,Luzon,II,28,1.0,820,9295.75,3589.11,136.0,353.0,"('29', 'Jun', '1583')",29.0,Jun,1583,/wiki/Cagayan,"{'Latitude': '18°00′N', 'Longitude': '121°48′E'}",Cagayan Valley,"June 29, 1583",Tuguegarao,,"{'Governor': {'Name': 'Manuel Mamba ', 'Party': 'Nacionalista'}, 'Vice Governor': {'Name': 'Melvin K. Vargas Jr. ', 'Party': 'PDP–Laban'}, 'Legislature': 'Cagayan Provincial Board'}","{'Total': 9398.072, 'Rank': 5}","{'Body': 'Mount Cetaceo', 'Peak': 1823.0}",{},{},UTC+8,+63 (0)78,PH-CAG,www.cagayan.gov.ph,/wiki/Cagayan,201500000,p:201500000
18,18,PH-CAN,Camarines Norte,Daet,0.58,629699,Luzon,V,12,,282,2320.07,895.78,271.0,703.0,"('15', 'Apr', '1920')",15.0,Apr,1920,/wiki/Camarines_Norte,"{'Latitude': '14°10′N', 'Longitude': '122°45′E'}",Bicol Region,1829,Daet,,"{'Governor': {'Name': 'Ricarte R. Padilla ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Joseph V. Ascutia ', 'Party': 'LP'}, 'Legislature': 'Camarines Norte Provincial Board'}","{'Total': 2320.072, 'Rank': 55}","{'Body': 'Mount Labo', 'Peak': 1544.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 12, 'Barangays': 282, 'Districts': 'Legislative districts of Camarines Norte'}",UTC+8,+63 (0)54,PH-CAN,www.camarinesnorte.gov.ph,/wiki/Camarines_Norte,501600000,p:501600000
19,19,PH-CAS,Camarines Sur,Pili,1.9,2068244,Luzon,V,35,2.0,1063,5497.03,2122.42,376.0,974.0,"('27', 'May', '1579')",27.0,May,1579,/wiki/Camarines_Sur,"{'Latitude': '13°40′N', 'Longitude': '123°20′E'}",Bicol Region,"March 19, 1919",Pili,Naga City,"{'Governor': {'Name': 'Vincenzo Renato Luigi Villafuerte ', 'Party': 'PDP–Laban'}, 'Vice Governor': {'Name': 'Salvio Patrick Fortuno ', 'Party': 'PDP–Laban'}, 'Legislature': 'Camarines Sur Provincial Board'}","{'Total': 5497.032, 'Rank': 16}","{'Body': 'Mount Isarog', 'Peak': 2011.7}","{'Total': 2068244, 'Density': 380970.0}","{'Independent cities': 1, 'Component cities': 1, 'Municipalities': 35, 'Barangays': 10361063, 'Districts': 'Legislative districts of Camarines Sur'}",UTC+8,+63 (0)54,PH-CAS,camarinessur.gov.ph,/wiki/Camarines_Sur,501700000,p:501700000
20,20,PH-CAM,Camiguin,Mambajao,0.09,92808,Mindanao,X,5,,58,237.95,91.87,390.0,1010.0,"('18', 'Jun', '1966')",18.0,Jun,1966,/wiki/Camiguin,"{'Latitude': '9°10′N', 'Longitude': '124°43′E'}",Northern Mindanao,1565,Mambajao,,"{'Governor': {'Name': 'Xavier Jesus D. Romualdo ', 'Party': 'PDP-Laban'}, 'Vice Governor': {'Name': 'Rodin M. Romualdo ', 'Party': 'PDP-Laban'}, 'Legislature': 'Camiguin Provincial Board'}","{'Total': 241.442, 'Rank': 80}","{'Body': 'Mount Timpoong', 'Peak': 1630.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 5, 'Barangays': 58, 'Districts': 'Legislative districts of Camiguin'}",UTC+8,+63 (0)88,PH-CAM,www.camiguin.gov.ph,/wiki/Camiguin,1001800000,p:1001800000
21,21,PH-CAP,Capiz,Roxas,0.74,804952,Visayas,VI,16,1.0,473,2594.64,1001.8,310.0,804.0,"('10', 'Mar', '1917')",10.0,Mar,1917,/wiki/Capiz,"{'Latitude': '11°23′N', 'Longitude': '122°38′E'}",Western Visayas,"April 15, 1901",Roxas,,"{'Governor': {'Name': 'Fredenil H. Castro ', 'Party': 'Lakas-CMD'}, 'Vice Governor': {'Name': 'James ""Mitang"" O. Magbanua ', 'Party': 'Lakas-CMD'}, 'Legislature': 'Capiz Provincial Board'}","{'Total': 2594.642, 'Rank': None}","{'Body': 'Mount Nangtud', 'Peak': 2074.0}",{},"{'Independent cities': 0, 'Component cities': 1, 'Municipalities': 16, 'Barangays': 473, 'Districts': 'Legislative districts of Capiz'}",UTC+8,+63 (0)36,PH-CAP,capiz.gov.ph,/wiki/Capiz,601900000,p:601900000
22,22,PH-CAT,Catanduanes,Virac,0.25,271879,Luzon,V,11,,315,1492.16,576.13,182.0,472.0,"('26', 'Sep', '1945')",26.0,Sep,1945,/wiki/Catanduanes,"{'Latitude': '13°50′N', 'Longitude': '124°15′E'}",Bicol Region,"September 26, 1945",Virac,,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Joseph C. Cua ', 'Party': 'NPC'}, 'Vice Governor': {'Name': 'Peter C. Cua ', 'Party': 'PDP–Laban'}, 'Representative': {'Name': 'Eulogio R. Rodriguez ', 'Party': 'Independent'}, 'Legislature': 'Catanduanes Provincial Board'}","{'Total': 1492.162, 'Rank': 70}","{'Body': 'Mount Tamboo', 'Peak': 695.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 11, 'Barangays': 315, 'Districts': 'Legislative district of Catanduanes'}",UTC+8,+63 (0)52,PH-CAT,catanduanes.gov.ph,/wiki/Catanduanes,502000000,p:502000000
23,23,PH-CAV,Cavite,Imus,3.98,4344829,Luzon,IV-A,15,8.0,803,1574.17,607.79,2760.0,7149.0,"('10', 'Mar', '1614')",10.0,Mar,1614,/wiki/Cavite,"{'Latitude': '14°16′N', 'Longitude': '120°52′E'}",Calabarzon,,Imus,Dasmariñas,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Jonvic Remulla ', 'Party': 'NUP'}, 'Vice Governor': {'Name': 'Athena Bryana Tolentino ', 'Party': 'NUP'}, 'Legislature': 'Cavite Provincial Board'}","{'Total': 1574.172, 'Land': <td class=""infobox-data"">1,426.06 km<sup>2</sup> (550.60 sq mi)</td>, 'Rank': 67}","{'Body': 'Mount Sungay', 'Peak': 709.0}",{},"{'Independent cities': 0, 'Component cities': 8, 'Municipalities': 15, 'Barangays': 803, 'Districts': 'Legislative districts of Cavite'}",UTC+8,+63 (0)46+63 (0)2 (Bacoor),PH-CAV,www.cavite.gov.ph,/wiki/Cavite,402100000,p:402100000
24,24,PH-CEB,Cebu,Cebu City,4.72,5151274,Visayas,VII,44,9.0,1203,5342.0,2062.56,964.0,2498.0,"('27', 'Apr', '1565')",27.0,Apr,1565,/wiki/Cebu,"{'Latitude': '10°19′N', 'Longitude': '123°45′E'}",Central Visayas,6 August 1569,Cebu City,,"{'Type': 'Sangguniang Panlalawigan', 'Governor': {'Name': 'Gwendolyn F. Garcia ', 'Party': '1Cebu'}, 'Vice Governor': {'Name': 'Hilario R. Davide III ', 'Party': 'LP'}, 'Legislature': 'Cebu Provincial Board \nMembers\n1st ProvDistYolanda DaanRaul Bacaltos2nd ProvDistEdsel GaleosJose Mari Salvador3rd ProvDistVictoria CorominasJohn Ismael Borgonia4th ProvDistKerrie Keane ShimuraHoracio Franco5th ProvDistMiguel MagpaleAndrei Duterte6th ProvDistGlenn SocoThadeo Ouano7th ProvDistJerome LibrandoChristopher Baricuatro\n'}","{'Total(province)': <td class=""infobox-data"">4,943.72 km<sup>2</sup> (1,908.78 sq mi)</td>, 'Rank': 20, '': <td class=""infobox-data"">excludes independent cities</td>}","{'Body': 'Osmeña Peak', 'Peak': 1072.0}","{'Total(province)': <td class=""infobox-data"">3,325,385</td>, 'Density': 6701700.0, 'Voter\u2009(2019)[4]\u2009': <td class=""infobox-data"">3,082,621</td>, 'Language': <td class=""infobox-data"">Cebuano<br/> Forohanon<br/> Bantayanon</td>}",{},UTC+8,+63 (0)32,PH-CEB,www.cebu.gov.ph,/wiki/Cebu,702200000,p:702200000
25,25,PH-NCO,Cotabato,Kidapawan,1.17,1275185,Mindanao,XII,17,1.0,543,9008.9,3478.36,142.0,367.0,"('1', 'Sep', '1914')",1.0,Sep,1914,/wiki/Cotabato,"{'Latitude': '7°12′N', 'Longitude': '124°51′E'}",Soccsksargen*,,Kidapawan,,"{'Governor': {'Name': 'Emmylou Taliño-Mendoza ', 'Party': 'NP'}, 'Vice Governor': {'Name': 'Efren F. Piñol ', 'Party': 'PDP–Laban'}, 'Legislature': 'Cotabato Provincial Board'}","{'Total': 9008.902, 'Rank': 6}","{'Body': 'Mount Apo', 'Peak': 2954.0}",{},"{'Independent cities': 0, 'Component cities': 1, 'Municipalities': 25, 'Barangays': 606, 'Districts': 'Legislative districts of Cotabato'}",UTC+8,+63 (0)64,PH-NCO,cotabatoprov.gov.ph,/wiki/Cotabato,1204700000,p:1204700000
26,26,PH-COM,Davao de Oro,Nabunturan,0.7,767547,Mindanao,XI,11,,237,4479.77,1729.65,171.0,444.0,"('31', 'Jan', '1998')",31.0,Jan,1998,/wiki/Davao_de_Oro,"{'Latitude': '7°36′N', 'Longitude': '125°57′E'}",Davao Region,8 March 1998,Nabunturan,,"{'Governor': {'Name': 'Dorothy Montejo Gonzaga  ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'Jayvee Tyron L. Uy ', 'Party': 'Lakas'}, 'Legislature': 'Davao de Oro Provincial Board'}","{'Total': 4560.092, 'Rank': 26}","{'Body': 'Mt.Pandadagsaan', 'Peak': 2670.0}",{},"{'Independent cities': 0, 'Component cities': 0, 'Municipalities': 11, 'Barangays': 237, 'Districts': 'Legislative districts of Davao de Oro'}",UTC+8,+63 (0)87,PH-COM,www.davaodeoro.gov.ph,/wiki/Davao_de_Oro,1108200000,p:1108200000
27,27,PH-DAV,Davao del Norte,Tagum,1.03,1125057,Mindanao,XI,8,3.0,223,3426.97,1323.16,328.0,850.0,"('8', 'May', '1967')",8.0,May,1967,/wiki/Davao_del_Norte,"{'Latitude': '7°21′N', 'Longitude': '125°42′E'}",Davao Region,"May 8, 1967",Tagum,,"{'Governor': {'Name': 'Edwin I. Jubahib ', 'Party': 'PFP'}, 'Vice Governor': {'Name': 'De Carlo L. Uy[a] ', 'Party': 'Independent'}, 'Legislature': 'Davao del Norte Provincial Board'}","{'Total': 3422.612, 'Rank': 39}","{'Body': 'Mount Masimalon', 'Peak': 1115.0}",{},"{'Independent cities': 0, 'Component cities': 3, 'Municipalities': 8, 'Barangays': 223, 'Districts': 'Legislative districts of Davao del Norte'}",UTC+8,+63 (0)84,PH-DAV,www.davaodelnorte.gov.ph,/wiki/Davao_del_Norte,1102300000,p:1102300000
